Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2017-06-05 20:33:35.171 +0100,"Success",0:00:13,0,0,0,"20170605_203335.171/LogFile.txt","","",1
